track_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
2JmFRXaJrkAUD2cs6U20KG,0.54,0.791,0.557,0.0,7,0.103,-9.622,0,0.0698,119.973,0.284
2FbGlEPAjNhWvrVvlentVq,0.255,0.441,0.403,1.27e-05,2,0.13,-11.18,0,0.147,139.92,0.158
1o82DwNisONAd2mu1RcGE6,0.969,0.34,0.245,0.0992,9,0.0633,-13.352,1,0.0319,103.777,0.192
2cx019HWgBsIrv3zLCdSHS,0.937,0.196,0.354,0.223,3,0.102,-10.82,0,0.0878,79.316,0.163
1OuN92HcVG6NVpWbeESNB3,0.0333,0.875,0.599,0.0143,9,0.113,-9.077,0,0.138,152.061,0.112
5idmfDT06TjCQ1SPDsa5qh,0.0415,0.324,0.852,0.0,11,0.0609,-6.675,0,0.109,121.886,0.4
5ZicFGBDAi9J2YCVesboUp,0.163,0.405,0.619,0.000322,11,0.0788,-8.92,0,0.0618,120.087,0.234
6V9TlCdwLeQes4FX5zxz3f,0.0664,0.637,0.652,0.177,1,0.0714,-5.237,0,0.0435,115.923,0.0725
5oAOK7xCJD8hzp9PuxjULL,0.109,0.655,0.636,0.23,1,0.0842,-7.841,1,0.0452,160.01,0.191
4t9R5rbtovdvya28uMODDz,0.891,0.679,0.335,0.0071,0,0.149,-10.837,1,0.0574,135.002,0.374
3ym8ajVmKm6Fybgov3WBI5,0.694,0.591,0.473,0.00334,7,0.108,-8.122,0,0.0708,152.88,0.451
2LlOeW5rVcvl3QcPNPcDus,0.666,0.578,0.436,1.9e-06,2,0.106,-8.202,1,0.0461,135.86,0.199
3g3GjHuxntUfUd4t23rGTZ,0.915,0.426,0.139,0.00242,7,0.107,-10.916,1,0.0301,61.04,0.222
6b4A1mLzePAHGn3XCicLAe,0.0806,0.66,0.784,0.0,6,0.113,-7.696,1,0.285,157.991,0.642
23wfXwnsPZYe5A1xXRHb3J,0.144,0.785,0.871,0.0,4,0.309,-2.692,0,0.265,87.248,0.315
6da04YB906XonC6IQNC44u,0.0527,0.66,0.789,0.0,7,0.341,-5.143,1,0.364,182.218,0.513
18ohWhzbMCynq5QJ68ifkW,0.127,0.81,0.724,0.0,4,0.306,-6.153,0,0.268,101.941,0.573
4h5KBcltGefua73AUPYps7,0.0178,0.618,0.844,0.000126,1,0.0634,-4.051,0,0.342,84.411,0.697
6gpZSI0xEMTzleBc5ykOVA,0.088,0.606,0.943,0.0039,6,0.342,-3.948,1,0.276,171.027,0.802
4at3d5QWnlibMVN75ECDrp,0.696,0.61,0.458,0.000103,9,0.0852,-11.336,1,0.36,192.099,0.246
7996f9NZeypc4jqfc6hJUa,0.00293,0.806,0.905,0.0,8,0.23,-3.119,0,0.299,89.982,0.729
20oenBXlmwIfK0F3fQIjhM,0.0216,0.587,0.923,0.0,4,0.481,-3.05,0,0.441,142.075,0.0778
1q8DwZtQen5fvyB7cKbShC,0.134,0.557,0.654,0.0,11,0.291,-7.201,0,0.196,135.983,0.386
6PBzdsMi6YNdYAevzozBRi,0.00515,0.469,0.625,2.03e-05,4,0.0682,-5.381,0,0.0306,76.786,0.325
6Jv7kjGkhY2fT4yuBF3aTz,0.361,0.387,0.595,1.1e-05,2,0.174,-5.67,1,0.0389,119.38,0.151
6q3wafztoGDT3nQYWVfyuO,0.105,0.53,0.516,0.000933,0,0.101,-9.158,1,0.0257,94.82,0.157
6ywnTBL62OTd8HUaztJizb,0.0685,0.419,0.713,0.541,5,0.291,-8.867,0,0.0975,186.788,0.555
4pNT8XTKWb2vhcsqwzdXCT,0.428,0.53,0.843,0.0,1,0.164,-2.271,1,0.39,199.946,0.919
3AyuigFWbuirWHvidbMz8O,0.98,0.493,0.171,0.263,7,0.126,-20.696,1,0.0317,90.928,0.296
4cg1yakyRSIOjxKM2I7J1q,0.0325,0.769,0.632,0.0,10,0.116,-4.228,0,0.0537,131.932,0.294
1RMJOxR6GRPsBHL8qeC2ux,0.808,0.524,0.364,0.0,7,0.1,-10.209,1,0.0367,75.24,0.436
5Qnrgqy1pAm9GyNQOgyVFz,0.973,0.435,0.104,0.33,6,0.119,-22.39,0,0.0445,120.484,0.162
0FoUOS7ExFM2FmEuyGBxOP,0.904,0.53,0.33,0.0115,6,0.142,-15.465,1,0.0895,173.837,0.437
4VP8nqMq7eN3vMnuAaptax,0.988,0.597,0.17,8.91e-05,0,0.109,-13.762,1,0.0351,127.306,0.556
7p1TzNPxA7x4nvXCu6fC6S,0.916,0.442,0.139,0.000254,2,0.12,-16.187,1,0.0518,158.126,0.0967
1Q0lOGB52skgfzdcq233vs,0.701,0.539,0.363,3.18e-06,10,0.14,-13.888,0,0.166,136.422,0.549
12Y1GaS44vga0G3rUtjFAY,0.295,0.356,0.355,0.000107,3,0.151,-11.125,0,0.0341,69.271,0.653
3IRdgbdqDcmJBIa6TY2mKX,0.06,0.486,0.797,0.0,9,0.331,-7.632,0,0.231,87.445,0.745
3UmaczJpikHgJFyBTAJVoz,0.0371,0.78,0.768,2.34e-06,6,0.518,-4.325,0,0.238,80.063,0.507
5HdZE8e4PPwEvDZuhJlfFg,0.00655,0.51,0.721,1.82e-06,2,0.0362,-6.97,1,0.413,92.163,0.416
3YIePf4zgX3G8L33mgRnKr,0.0151,0.764,0.785,0.0,1,0.0493,-4.096,1,0.369,95.959,0.777
15joiMls8SpP1VtGivYh6i,0.135,0.855,0.596,0.0,7,0.139,-4.147,1,0.307,100.894,0.793
2miKV8OiAhmZPjhCzgRnvw,0.0577,0.748,0.834,0.0,11,0.102,-2.272,0,0.112,93.485,0.918
7zFXmv6vqI4qOt4yGf3jYZ,0.422,0.658,0.294,5.2e-05,4,0.0749,-8.533,0,0.0321,74.038,0.358
4SwVWcia2JyWFTNHkFZ2tA,0.905,0.561,0.182,2.02e-05,5,0.498,-15.408,1,0.0352,86.092,0.447
2cFnNLgQ0SYuh4vAftnGBH,0.0217,0.805,0.54,0.0,1,0.0728,-6.36,1,0.559,78.726,0.71
4C5GsegFD0j5ujSr1y93Oj,0.295,0.496,0.488,6.85e-06,5,0.132,-14.195,1,0.0305,181.042,0.396
0eK5y1c7WDyWwx6k9SFjbT,0.399,0.561,0.774,1.84e-06,1,0.189,-3.144,0,0.447,77.621,0.82
4daEMLSZCgZ2Mt7gNm2SRa,0.492,0.64,0.609,2.47e-06,1,0.152,-7.714,0,0.304,131.889,0.393
593W4qZOwwdqF6YnimJjL6,0.343,0.693,0.713,0.0,10,0.102,-4.489,0,0.351,137.335,0.615
7G3lxTsMfSx4yarMkfgnTC,0.274,0.678,0.794,1.68e-06,10,0.124,-6.186,0,0.14,87.374,0.54
39sdlCugrGBsoC4Flos0HO,0.694,0.638,0.353,1.5e-06,5,0.138,-14.28,0,0.0285,98.697,0.428
0eGpcLG96GWVCG4Ix3qLCp,0.374,0.548,0.615,0.000209,8,0.09,-12.019,0,0.0493,104.884,0.218
0trHOzAhNpGCsGBEu7dOJo,0.0394,0.665,0.91,0.0,6,0.227,-4.682,0,0.223,84.099,0.887
27u3Rh4IWYPdwVST20ALrt,0.216,0.765,0.687,0.0,0,0.104,-6.664,1,0.259,92.873,0.813
4uQ7wYsuL0DryknoDc11Hk,0.396,0.925,0.549,0.000154,7,0.11,-6.572,1,0.0656,100.014,0.0904
1IgePMOW0qEe1AViWgkal9,0.223,0.362,0.518,0.00314,1,0.316,-7.687,1,0.306,89.667,0.348
0JXXNGljqupsJaZsgSbMZV,0.0267,0.684,0.607,0.000307,11,0.191,-8.127,0,0.1,81.001,0.498
5VA4Ispp52EA1sOqzMz3Av,0.0728,0.776,0.603,6.25e-05,5,0.111,-5.696,1,0.0343,96.888,0.921
1eUGmzzvahJjOSWgDHuRlv,0.856,0.372,0.239,0.000175,6,0.168,-11.314,0,0.0296,113.451,0.127
5JBVrYNpJEa7eyG0E8UMvX,0.00303,0.765,0.625,0.00118,1,0.13,-6.854,1,0.0759,125.979,0.232
7GKiBHjFfvPRNqqOuRYqLB,0.0365,0.446,0.593,0.85,11,0.0988,-7.748,1,0.0597,123.884,0.0706
13YyYNBofurxZCNYiFDibB,0.113,0.746,0.844,8.71e-05,4,0.39,-8.154,1,0.191,90.852,0.511
1NrUc0f7QZBYqgjj6ExNMG,0.313,0.749,0.383,0.0,3,0.312,-12.722,0,0.339,90.128,0.718
6iLgI1bt8nZ8JAls44sxDp,0.012,0.691,0.578,0.0,8,0.191,-6.066,1,0.285,92.929,0.17
3884MR68JMA2yh4p8pUEVd,0.21,0.825,0.798,0.0,6,0.0866,-4.565,0,0.412,79.913,0.709
09W3YKEDiMFsX7QxWJm2zX,0.313,0.518,0.619,0.0,2,0.313,-9.241,0,0.456,168.591,0.334
2dyhNwlwm8Uo0aOvp5hW3K,0.21,0.6,0.725,0.000212,1,0.106,-6.667,1,0.401,200.787,0.678
2lpygKqzPFtItQ4ss3cgfb,0.235,0.545,0.534,0.0,8,0.345,-6.874,0,0.047,140.021,0.24
4Gqh7XRuYd4TtFFqooSyrv,0.119,0.486,0.817,0.0,4,0.375,-8.906,0,0.273,91.733,0.661
5GO4rpfnM2lghVqEulTJUf,0.183,0.654,0.702,8.93e-06,4,0.0705,-7.419,0,0.222,94.839,0.814
4qE2iDO78w5uHs03R8V7FQ,0.000871,0.512,0.718,3.71e-05,4,0.0917,-6.795,0,0.118,167.72,0.291
6ox5pkS4jOafkpsxt7eQjg,0.531,0.544,0.476,0.0,2,0.704,-7.499,1,0.283,182.799,0.481
3r0Q8oUYyHjViM43bAUP3D,0.0853,0.707,0.427,0.0739,8,0.114,-9.443,1,0.0543,164.239,0.497
5QvBXUm5MglLJ3iBfTX2Wo,0.296,0.36,0.391,0.000406,6,0.129,-10.6,1,0.0528,84.281,0.162
67spVDaPSaWeoKMzWmlR7l,0.672,0.517,0.574,0.0,7,0.697,-7.614,0,0.285,170.117,0.727
4GedwOz9QDga5UI6n1wUPW,0.886,0.489,0.365,8.06e-06,1,0.73,-14.716,0,0.101,80.018,0.649
5KZwRD3KklSP73jnLoNWtF,0.54,0.65,0.428,0.0,2,0.771,-10.998,0,0.699,74.3,0.626
7gVaf6eZDV1oQdGwvDYfmU,0.0279,0.651,0.812,0.0,9,0.38,-3.374,1,0.237,89.256,0.495
1oaaSrDJimABpOdCEbw2DJ,0.467,0.629,0.364,0.0204,11,0.0941,-12.259,0,0.038,166.266,0.701
104gvc1JDyW1PXCW9GCP17,0.79,0.749,0.16,0.227,7,0.122,-18.744,1,0.0307,98.148,0.206
4S0NYVAQdIb81uLoZoQmgq,0.623,0.734,0.492,0.0741,6,0.112,-11.023,0,0.0306,97.146,0.783
4w5m4X0OZ2IslxNOgtntTN,0.139,0.608,0.699,0.0,6,0.242,-8.267,1,0.114,146.941,0.784
0w9aWiDqZPCOCOtRTLkTPd,0.601,0.33,0.603,0.00063,0,0.307,-7.571,1,0.36,168.456,0.812
4JnnZWtx4XB14vUX2MIh9I,0.151,0.49,0.712,0.0,8,0.127,-6.954,1,0.509,87.495,0.597
0jc0dX55DtUJaHRw8rreNd,0.0715,0.657,0.839,0.0,5,0.399,-5.62,1,0.311,90.448,0.525
5Dx5nWIf6QKWjLsLUCXoml,0.808,0.452,0.526,0.0175,9,0.109,-9.134,1,0.232,81.694,0.0768
503OTo2dSqe7qk76rgsbep,0.16,0.816,0.775,0.00031,11,0.0543,-3.323,1,0.234,93.431,0.527
1SWVDBtw6h3tm9OehOkDhv,0.223,0.772,0.821,0.0,11,0.148,-0.14,0,0.25,91.921,0.77
7iXF2W9vKmDoGAhlHdpyIa,0.0827,0.924,0.74,0.0,8,0.163,-1.299,1,0.0774,133.974,0.621
4LwU4Vp6od3Sb08CsP99GC,0.0281,0.922,0.909,0.0,10,0.0856,-2.429,0,0.27,95.295,0.309
1kuGVB7EU95pJObxwvfwKS,0.154,0.484,0.53,0.0,5,0.263,-5.821,1,0.0538,136.848,0.323
3faO2HQlq1vo0ASDuAynab,0.366,0.696,0.792,0.0,7,0.162,-6.197,1,0.188,89.993,0.64
2883zbSDIPsNt2T7cW0hgQ,0.11,0.581,0.679,0.0,0,0.186,-5.721,1,0.227,89.894,0.555
0SPOBDQDwcLFC3hFjqZX5V,0.288,0.575,0.729,2.06e-06,0,0.111,-6.375,1,0.287,180.684,0.711
6BVvNW2QI1AtYoMAAZ7lQg,0.167,0.626,0.744,0.0,7,0.663,-7.96,1,0.414,90.162,0.657
51RN0kzWd7xeR4th5HsEtW,0.00559,0.467,0.672,0.243,10,0.607,-7.371,0,0.377,163.1,0.0648
5hVghJ4KaYES3BFUATCYn0,0.23,0.554,0.498,5.98e-06,9,0.795,-8.866,1,0.0685,79.635,0.413
0fv2KH6hac06J86hBUTcSf,0.0967,0.621,0.73,0.000131,5,0.673,-5.414,0,0.107,139.566,0.464
5A0M6B0RBSXSNWv0wcppZ9,0.352,0.638,0.522,0.0663,8,0.165,-9.814,1,0.0932,142.952,0.584
5TxRUOsGeWeRl3xOML59Ai,0.128,0.216,0.497,2.39e-06,10,0.111,-8.025,1,0.0371,187.308,0.313
2gyxAWHebV7xPYVxqoi86f,0.0143,0.553,0.847,0.0,5,0.561,-5.736,1,0.187,162.024,0.733
3YKR7Wglf9JvWg5O7xdA5g,0.322,0.627,0.797,0.0,4,0.179,-6.132,0,0.389,92.384,0.589
50Z0VBnnFU4h2xZkod0m7e,0.291,0.506,0.894,0.000427,2,0.0549,-4.447,1,0.285,86.902,0.8
1GzNGrxi4NIOKu0Z4npUss,0.285,0.382,0.92,0.00125,10,0.973,-1.149,0,0.259,98.907,0.525
3IrkbGQCoEPAkzJ0Tkv8nm,0.0321,0.78,0.657,2.56e-06,1,0.339,-7.149,1,0.317,163.969,0.648
5TTFD5DuFhQOrs0RJxGDbD,0.164,0.716,0.832,0.0,1,0.667,-3.539,1,0.368,82.136,0.604
1iQ5E4z6CJ38dIzvMI9Wdo,0.172,0.939,0.486,0.0,7,0.264,-3.488,1,0.207,97.582,0.517
7fesNTgTEMEH0ye8MOgEDY,0.835,0.426,0.218,0.0,0,0.108,-11.705,1,0.0341,135.205,0.116
34sOdxWu9FljH84UXdRwu1,0.218,0.421,0.695,2.97e-06,6,0.155,-4.346,1,0.0428,156.344,0.45
3cJhvKu04O5akhOHpZmMvP,0.373,0.649,0.753,0.0,8,0.6,-5.496,0,0.109,79.975,0.434
3w0Pr8rZSnYWiipV4hgfnh,0.228,0.855,0.666,4.33e-05,1,0.0835,-4.921,1,0.193,85.024,0.581
3Jez7g0MbMXh8jhkxW1uSo,0.372,0.646,0.687,0.000108,2,0.358,-7.382,1,0.61,116.528,0.338
3B2qn16bjhCNA8euhVQRos,0.201,0.701,0.669,0.0,7,0.0927,-6.225,0,0.52,84.313,0.573
5SkRLpaGtvYPhw02vZhQQ9,0.149,0.657,0.734,0.0,8,0.139,-4.832,0,0.484,91.03,0.434
5g1vtHqi9uV7xtYeCcFOBx,0.614,0.637,0.834,0.0,3,0.317,-4.686,0,0.323,87.312,0.715
62wtttQzoIA9HnNmGVd9Yq,0.0158,0.442,0.807,6.43e-06,6,0.217,-4.753,1,0.265,84.649,0.446
2O6X9nPVVQSefg3xOQAo5u,0.405,0.657,0.498,0.000479,11,0.107,-11.529,1,0.262,164.25,0.46
0r2aLoohhPKNZ9z6WkaYyp,0.00203,0.512,0.733,0.000253,2,0.349,-7.8,0,0.244,75.356,0.739
7yNK27ZTpHew0c55VvIJgm,0.274,0.599,0.587,0.0,5,0.167,-5.919,1,0.0423,87.998,0.373
23SZWX2IaDnxmhFsSLvkG2,0.0207,0.598,0.713,0.000175,6,0.431,-3.625,0,0.0326,91.964,0.118
2gZUPNdnz5Y45eiGxpHGSc,0.0161,0.542,0.914,0.0,0,0.744,-4.747,0,0.113,153.993,0.576
6K07Ahf6V7CAQn0ikrOztl,0.255,0.64,0.754,0.0,1,0.63,-5.873,0,0.283,87.15,0.584
5k8LB57xOq8UUNVaKWSqrf,0.769,0.266,0.678,9.37e-05,1,0.503,-12.364,1,0.508,83.434,0.201
6vTtCOimcPs5H1Jr9d0Aep,0.0508,0.698,0.633,0.272,8,0.264,-6.68,0,0.0406,94.085,0.55
59ClUavkkfRhryajZBn2Lf,0.575,0.495,0.759,0.0,8,0.17,-9.14,1,0.468,156.627,0.503
0jMPyBUzWqpfkoWstJyphm,0.0117,0.536,0.719,3.43e-06,4,0.117,-8.799,0,0.353,146.573,0.613
2r5G6pNUrUrNs1IjNVB9y0,0.586,0.493,0.362,1.88e-06,11,0.107,-10.848,1,0.379,78.976,0.552
2DHNCWZYmVr1Lv08q5b0kB,0.259,0.723,0.465,2.7e-05,3,0.108,-6.454,0,0.0952,97.702,0.513
0PV1TFUMTBrDETzW6KQulB,0.125,0.59,0.672,1.04e-06,1,0.147,-11.792,1,0.412,206.247,0.688
2Im64pIz6m0EJKdUe6eZ8r,0.115,0.608,0.746,0.0087,5,0.427,-5.249,0,0.184,117.072,0.277
7eqoqGkKwgOaWNNHx90uEZ,0.427,0.457,0.551,1.15e-06,5,0.113,-9.36,0,0.167,89.87,0.428
2kRFrWaLWiKq48YYVdGcm8,0.705,0.296,0.463,0.0482,5,0.0954,-11.412,0,0.0449,123.943,0.0629
6LgJvl0Xdtc73RJ1mmpotq,0.0377,0.251,0.848,0.00591,5,0.0545,-6.501,1,0.0579,163.709,0.207
2fuYa3Lx06QQJAm0MjztKr,0.000121,0.351,0.676,0.113,9,0.18,-9.017,1,0.0313,102.46,0.143
2dxjKgT0li4qBI3QwuN9Ih,0.0114,0.552,0.846,0.0,9,0.309,-4.912,1,0.342,98.56,0.554
4dSLfdnCy43DPJiqpoZoKe,0.346,0.545,0.873,0.0,6,0.552,-8.075,1,0.436,170.035,0.74
1AHfovSnGPVYKaahRtA0U6,0.00776,0.614,0.543,3.28e-05,5,0.383,-7.178,1,0.374,178.422,0.485
1tJRS17TxD5bwdTk8ehP93,0.0624,0.789,0.449,0.0,11,0.131,-13.07,0,0.395,91.777,0.301
5yQrDTZQWPbhbpGW7acvmm,0.543,0.629,0.87,0.0,2,0.122,-3.688,1,0.381,76.879,0.957
6yIjtVtnOBeC8SwdVHzAuF,0.0535,0.744,0.696,0.0454,7,0.128,-8.313,0,0.162,95.07,0.563
5sxRbu2Oi9lgmLO8taA3Rf,0.832,0.42,0.701,0.0,1,0.103,-7.582,0,0.339,79.716,0.671
0biLdTuAgLM40pKX4BN3GH,0.212,0.353,0.633,0.000194,8,0.687,-6.753,0,0.0804,149.565,0.391
6Nr3QjImPUhCpUgnykO7hm,0.0647,0.553,0.642,1.15e-06,8,0.123,-5.868,1,0.322,180.992,0.496
4R5bSS8yoCl2czeWLr61aO,0.148,0.435,0.846,0.0,7,0.306,-3.458,1,0.263,100.771,0.57
6vB49BJ70zBpDrrAPwdaB8,0.0306,0.593,0.593,9.94e-06,11,0.229,-8.216,1,0.289,81.291,0.488
33ZXjLCpiINn8eQIDYEPTD,0.0146,0.763,0.786,0.0114,10,0.0817,-6.472,0,0.229,93.857,0.504
3aXFgq1C1bwPCFQOgGPuPA,0.37,0.724,0.782,3.32e-05,7,0.132,-8.761,1,0.416,154.918,0.762
5rLBMFJNIB6jKkCg3i1Sek,0.231,0.673,0.821,0.0,5,0.191,-5.433,0,0.1,89.986,0.758
0qw4HLV9qhjtImWR7oxZAO,0.358,0.717,0.743,0.0,1,0.0982,-5.696,0,0.265,91.256,0.521
0Dq09VPsjKWYyBe9Ld9GYo,0.26,0.794,0.881,1.86e-05,9,0.381,-4.694,1,0.23,139.977,0.55
3gRlmtdCyNoKiyozn2pqc9,0.0285,0.753,0.749,0.0,1,0.0845,-6.132,0,0.316,93.79,0.832
1uaGSDFsLdReQgg8p7Obwh,0.996,0.558,0.0259,0.871,8,0.0969,-30.016,1,0.0458,157.811,0.37
1DWZUa5Mzf2BwzpHtgbHPY,0.853,0.794,0.32,0.134,1,0.112,-12.92,0,0.173,174.088,0.241
51EMSRpNm9Rg5rGViVCczv,0.368,0.467,0.461,0.00115,1,0.358,-7.94,0,0.0274,131.325,0.188
4mRSbPLnOm54ttkTYvxxSY,0.666,0.557,0.501,0.837,2,0.117,-10.827,0,0.0269,139.149,0.271
6nOsTV3cMjLh3k6Wpk468L,0.352,0.425,0.662,0.941,0,0.619,-9.877,1,0.0502,151.182,0.178
7KHQtpLpoIV3Wfu22YQT8y,0.912,0.462,0.407,0.399,1,0.11,-12.428,0,0.0345,91.915,0.336
07XaOyTS5hyaWiUK1Bc3bR,0.938,0.401,0.132,0.102,0,0.1,-15.569,1,0.0355,136.142,0.0381
21O0XXPEWPtePt5RMY93Ob,0.266,0.358,0.889,1.46e-05,1,0.172,-8.045,1,0.335,85.61,0.666
5w7IRpQTMNA2EuWrHDmClX,0.437,0.805,0.387,1.67e-06,5,0.115,-8.724,0,0.512,95.988,0.435
5gJw9DpcnYywIIVGYSb4Y5,0.877,0.188,0.273,0.0396,7,0.179,-11.338,1,0.0319,83.236,0.0381
1ko2lVN0vKGUl9zrU0qSlT,0.41,0.749,0.497,0.0499,10,0.0504,-12.609,0,0.105,95.818,0.585
0G08twG9Snacd3TgJ2IC6r,0.0086,0.699,0.748,2.37e-06,11,0.0686,-5.947,0,0.333,93.878,0.863
0QghvdpYqY06nSqvzihd78,0.0895,0.731,0.846,0.0,11,0.577,-5.891,1,0.258,96.943,0.659
698IDYJMDJS5IVakqcX8vo,0.704,0.527,0.425,8.11e-06,2,0.196,-10.089,1,0.127,131.669,0.337
6DrrY8ardpYRyF90mzN0jF,0.332,0.78,0.51,0.00025,11,0.0731,-8.115,0,0.0536,154.057,0.722
7K2F1iA92xov6IKfuDTNZ5,0.736,0.812,0.624,0.0,11,0.274,-8.029,0,0.34,102.987,0.899
0IVAlb0cFCH1cQ974iR1TU,0.148,0.782,0.589,0.0,1,0.164,-4.827,1,0.189,90.438,0.869
4pVzrFPT1a4AI6H6Lt4MqO,0.00646,0.794,0.806,0.0,11,0.166,-7.94,0,0.301,100.145,0.668
67Hna13dNDkZvBpTXRIaOJ,0.0173,0.615,0.419,0.497,11,0.135,-8.8,0,0.0395,76.997,0.216
4SrRrB27n7fiRkQcPoKfpk,0.921,0.112,0.13,0.706,7,0.13,-16.128,1,0.0347,90.835,0.0427
0z1o5L7HJx562xZSATcIpY,0.224,0.293,0.276,0.122,4,0.167,-11.357,0,0.0349,121.603,0.195
4TvxDMTOkbK2yt7IfHWqZQ,0.158,0.609,0.807,0.0106,9,0.0674,-4.718,0,0.282,96.076,0.815
6LVNGPtSPpc4KDFjvLS8c1,0.293,0.843,0.852,0.0,2,0.419,-4.573,1,0.213,136.998,0.561
4Mb5DVgLbFjlSwcuMdOw7B,0.0276,0.504,0.811,0.0,5,0.388,-11.966,0,0.191,82.01,0.382
6KYVWcOQWm7JrlsPMkrkNi,0.598,0.693,0.703,0.0,2,0.523,-6.36,0,0.0667,112.943,0.224
2YvvK0XLM6kFbmyciOEKWC,0.166,0.553,0.877,0.0,7,0.0481,-4.694,0,0.371,166.242,0.557
6U8SOvBY0zz8hKkSwOaOej,0.797,0.53,0.626,2.27e-06,7,0.22,-7.583,0,0.301,97.035,0.448
7i1DkDc2j0yVsSt3jjDvk3,0.939,0.527,0.242,0.0435,6,0.114,-13.546,1,0.0313,143.848,0.112
35XQC70WCJHUi52mIdxXw2,0.563,0.816,0.411,0.308,1,0.101,-10.582,1,0.392,160.015,0.0968
1W5XugQJGhnSATMI5n002M,0.0352,0.615,0.931,2.23e-05,3,0.0915,-7.8,1,0.273,137.544,0.525
1Rd5OVjqDAr5xC96MHt448,0.968,0.214,0.263,0.853,9,0.126,-13.207,0,0.0336,137.561,0.113
3z91ibrazNnusM2nSVY2NR,0.286,0.454,0.767,0.0,4,0.315,-6.834,0,0.317,76.01,0.682
5CQ30WqJwcep0pYcV4AMNc,0.58,0.338,0.34,0.0032,9,0.116,-12.049,0,0.0339,82.433,0.197
58GZTiV4Ek3ZV8DygP5u6R,0.00875,0.255,0.461,0.207,10,0.0914,-9.46,0,0.0363,123.337,0.0359
1PH2MDbcBAU094DlgTIND1,0.254,0.657,0.553,0.0,10,0.129,-7.08,0,0.0394,134.925,0.576
5IZpEuLMO5lEmN1Rr008p8,0.114,0.652,0.946,0.0,1,0.289,-0.669,0,0.369,138.353,0.84
2SRLd3XhmyP2wwQKVRDDy4,0.0722,0.549,0.687,0.0,1,0.62,-4.53,1,0.135,97.78,0.0754
2iwkWhg6aMlyT4P2OLbTkb,0.00489,0.265,0.489,0.333,11,0.112,-9.55,0,0.0413,119.233,0.103
5rYJQj1lGre1RSopRW5F6D,0.158,0.225,0.633,0.0739,4,0.23,-8.138,0,0.0466,142.407,0.159
5Lng4q571jghXAeYMMndia,0.0697,0.518,0.739,0.000121,9,0.272,-3.639,1,0.077,147.984,0.294
4kjI1gwQZRKNDkw1nI475M,0.651,0.455,0.621,2.59e-06,0,0.123,-7.694,0,0.0517,119.043,0.28
7LSpFCvRZZot2AlmkUzy9k,0.0976,0.588,0.88,0.000167,9,0.767,-6.117,0,0.0747,96.003,0.242
1i9lZvlaDdWDPyXEE95aiq,0.575,0.458,0.535,0.0,5,0.168,-4.854,0,0.0281,82.826,0.216
6VoIBz0VhCyz7OdEoRYDiA,0.00737,0.634,0.551,1.82e-05,3,0.07,-7.136,1,0.0352,151.779,0.453
3mwvKOyMmG77zZRunnxp9E,0.00271,0.556,0.92,0.00021,8,0.117,-4.606,1,0.0367,121.138,0.771
5WhtlIoxoZrMmuaWWEQhwV,0.00114,0.457,0.618,0.00257,6,0.0679,-6.682,1,0.0296,80.184,0.579
1jGug8SsTt4TTGLjJ8PYxT,0.93,0.358,0.305,0.0,1,0.275,-16.09,0,0.0541,130.922,0.0779
4BFteJu5Hv7XStDXghJbQ7,0.498,0.443,0.914,0.0,2,0.36,-4.535,1,0.888,85.016,0.608
3oQomOPRNQ5NVFUmLJHbAV,0.912,0.671,0.153,5.53e-05,0,0.0771,-13.569,1,0.0404,85.6,0.658
0j35X8cTq543QDYLOyqB8W,0.939,0.732,0.243,0.0,0,0.111,-6.023,1,0.0435,102.087,0.106
5CPC6pA58SIDKwyje76vBR,0.0108,0.498,0.942,0.0,8,0.269,-2.535,1,0.056,111.916,0.224
3nAcDniL9vtWsl0y6pdycr,0.0698,0.633,0.677,0.000312,9,0.308,-4.71,1,0.0646,147.775,0.318
58CNpg1ZnTM4FFqXC8dmcA,0.174,0.723,0.947,0.0,8,0.63,0.212,1,0.365,154.901,0.696
1waqS2zPI3Z1zTvJOa2hVC,0.242,0.558,0.991,5.47e-06,0,0.378,-1.471,1,0.109,133.196,0.656
73pz1RTwUBpKO286c9zhzT,0.118,0.624,0.955,0.0,1,0.129,0.742,1,0.35,78.676,0.764
2eZuFG3KSALN1BowCuSB1A,0.00762,0.451,0.97,0.0,10,0.356,-1.285,0,0.441,89.401,0.715
76gcXhY3Zv6wW0BTe9nHJo,0.174,0.65,0.659,0.00772,3,0.126,-6.522,0,0.123,76.985,0.154
2EMWP3NJeivpl0Seic7Oqz,0.038,0.615,0.951,0.0,8,0.182,0.915,1,0.169,121.575,0.6
4LCzEYKPFcd2FCOmZdVDnM,0.446,0.636,0.871,0.0,1,0.473,-5.797,0,0.47,87.45,0.23
34KUIBsIUiPV7oCIzSdDAU,0.258,0.672,0.814,0.0,7,0.164,-3.768,1,0.27,97.043,0.379
46fk9wjYcPm0sgym2b7EEE,0.0107,0.234,0.88,0.0,11,0.045,-3.66,0,0.123,85.641,0.216
0TzIHqhAbvYR6qJKrMMFlk,0.33,0.593,0.596,0.0,8,0.0976,-10.488,1,0.0408,86.965,0.776
25K9cWrxNv991UYiOzBJqR,0.00592,0.385,0.691,0.0,6,0.595,-6.919,0,0.0924,111.278,0.352
